,idade,renda,situacao_moradia,tempo_trabalhado,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,devedor,tempo_historico_credito
345,22,70000.0,Rent,3.0,Education,B,22000.0,11.36,1,0.31,N,4
346,25,44000.0,Rent,9.0,Medical,C,8500.0,14.27,1,0.19,N,4
347,24,41000.0,Rent,4.0,Medical,C,15600.0,12.87,1,0.38,Y,3
348,22,26000.0,Mortgage,4.0,Personal,B,4000.0,9.25,0,0.15,N,2
349,44,66000.0,Mortgage,13.0,Personal,C,5000.0,13.48,0,0.08,Y,11
350,26,80000.0,Mortgage,0.0,Education,A,6300.0,5.79,0,0.08,N,4
351,22,46000.0,Mortgage,6.0,Personal,B,4000.0,10.37,0,0.09,N,2
352,30,58000.0,Rent,2.0,Medical,A,15000.0,8.49,0,0.26,N,10
353,25,43200.0,Rent,3.0,Venture,C,3000.0,13.8,0,0.07,N,2
354,22,60000.0,Mortgage,5.0,Education,B,8800.0,10.37,0,0.15,N,4
355,26,51000.0,Rent,3.0,Homeimprovement,C,5500.0,13.49,1,0.11,Y,2
356,27,22896.0,Own,1.0,Medical,B,5000.0,11.48,0,0.22,N,8
357,33,59000.0,Mortgage,6.0,Homeimprovement,B,5500.0,9.91,0,0.09,N,9
358,34,105000.0,Mortgage,14.0,Venture,A,12000.0,6.99,0,0.11,N,5
359,21,35000.0,Mortgage,5.0,Education,B,1500.0,9.63,0,0.04,N,2
360,33,68000.0,Mortgage,9.0,Education,B,2100.0,12.53,0,0.03,N,9
361,25,98400.0,Rent,4.0,Personal,D,16525.0,15.28,0,0.17,Y,3
362,28,20292.0,Rent,3.0,Venture,B,3900.0,12.53,0,0.19,N,9
363,24,85100.0,Rent,3.0,Education,C,15000.0,0.0,0,0.18,Y,2
364,24,29435.0,Rent,8.0,Venture,A,12000.0,7.66,1,0.41,N,3
365,21,15600.0,Own,5.0,Venture,A,1000.0,7.29,0,0.06,N,4
366,23,25000.0,Rent,0.0,Personal,A,2500.0,6.91,0,0.1,N,2
367,32,45000.0,Rent,0.0,Education,B,5600.0,11.36,0,0.12,N,10
368,26,75000.0,Rent,5.0,Medical,A,20000.0,6.91,0,0.27,N,4
369,23,28800.0,Rent,5.0,Personal,B,2800.0,10.38,0,0.1,N,2
370,25,61000.0,Rent,4.0,Venture,A,9500.0,7.51,0,0.16,N,2
371,32,40000.0,Rent,2.0,Education,A,7500.0,8.0,0,0.19,N,6
373,25,61680.0,Rent,1.0,Venture,C,7600.0,13.23,1,0.12,N,4
374,36,55000.0,Rent,8.0,Venture,A,7500.0,8.9,0,0.14,N,13
376,24,74000.0,Rent,7.0,Education,D,8000.0,15.62,0,0.11,Y,2
377,28,12000.0,Rent,1.0,Homeimprovement,D,1000.0,16.32,1,0.08,Y,9
378,37,108000.0,Rent,0.0,Homeimprovement,E,20000.0,16.32,1,0.19,N,15
379,26,64000.0,Mortgage,9.0,Debtconsolidation,D,8000.0,12.17,1,0.12,N,4
380,27,110000.0,Mortgage,3.0,Medical,A,4800.0,7.74,0,0.04,N,7
381,25,90000.0,Rent,2.0,Homeimprovement,B,12000.0,11.48,0,0.13,N,3
382,22,32244.0,Rent,2.0,Venture,B,11100.0,12.21,1,0.34,N,3
383,29,33000.0,Mortgage,5.0,Venture,B,4200.0,11.36,0,0.13,N,9
384,24,42000.0,Rent,9.0,Debtconsolidation,E,3000.0,0.0,1,0.07,Y,3
385,27,75000.0,Rent,3.0,Venture,B,12000.0,11.49,0,0.16,N,5
386,44,80160.0,Mortgage,13.0,Debtconsolidation,C,5500.0,13.92,0,0.07,Y,13
387,21,37000.0,Rent,0.0,Personal,B,4000.0,10.08,0,0.11,N,3
388,33,60000.0,Own,0.0,Education,C,10000.0,13.98,0,0.17,Y,6
389,41,28000.0,Own,9.0,Education,A,2000.0,7.74,0,0.07,N,16
390,41,50780.0,Mortgage,14.0,Personal,B,6000.0,10.99,0,0.12,N,17
391,24,43200.0,Mortgage,0.0,Education,C,10000.0,14.26,0,0.23,N,4
392,25,128500.0,Mortgage,1.0,Homeimprovement,C,15000.0,12.53,0,0.12,Y,3
394,24,80400.0,Mortgage,5.0,Personal,A,12000.0,5.79,0,0.15,N,2
395,25,37000.0,Rent,1.0,Debtconsolidation,F,4200.0,0.0,1,0.11,Y,2
396,23,45000.0,Rent,2.0,Venture,B,14500.0,10.36,1,0.32,N,4
397,30,42886.0,Rent,3.0,Personal,B,12000.0,10.59,0,0.28,N,10
398,26,30000.0,Rent,0.0,Homeimprovement,D,1500.0,14.61,1,0.05,Y,3
399,24,37000.0,Rent,3.0,Medical,E,5000.0,16.45,1,0.14,N,3
400,23,70000.0,Rent,3.0,Venture,A,12000.0,7.9,0,0.17,N,2
401,26,28800.0,Rent,4.0,Medical,A,7000.0,5.42,0,0.24,N,4
402,46,35004.0,Rent,0.0,Personal,C,4500.0,12.68,0,0.13,N,13
403,27,28800.0,Own,0.0,Homeimprovement,A,13000.0,6.92,0,0.45,N,10
404,24,90000.0,Mortgage,8.0,Homeimprovement,E,24000.0,17.56,0,0.27,N,3
406,24,36996.0,Mortgage,7.0,Personal,D,7800.0,0.0,0,0.21,Y,3
407,31,42000.0,Rent,3.0,Medical,B,5000.0,11.86,0,0.12,N,9
408,26,116000.0,Rent,10.0,Medical,B,19800.0,11.48,0,0.17,N,4
409,27,30000.0,Rent,3.0,Personal,A,13000.0,7.88,1,0.43,N,10
410,23,30000.0,Rent,3.0,Venture,C,6400.0,0.0,0,0.21,Y,3
411,27,40752.0,Rent,6.0,Medical,C,5000.0,13.49,0,0.12,N,8
412,25,75000.0,Own,6.0,Medical,A,11000.0,8.49,0,0.15,N,3
413,33,70000.0,Rent,0.0,Education,A,11200.0,8.94,0,0.16,N,6
415,23,44004.0,Rent,0.0,Venture,E,12000.0,16.0,1,0.27,N,2
416,27,41000.0,Rent,11.0,Debtconsolidation,D,11000.0,15.33,1,0.27,Y,7
417,26,31000.0,Rent,6.0,Education,A,7000.0,0.0,0,0.23,N,2
418,26,35000.0,Rent,10.0,Medical,B,12875.0,0.0,1,0.37,N,2
419,24,74900.0,Mortgage,8.0,Venture,A,3500.0,6.39,0,0.05,N,2
420,27,18000.0,Rent,3.0,Education,B,8000.0,10.75,1,0.44,N,10
421,25,32000.0,Mortgage,4.0,Debtconsolidation,B,8000.0,10.36,1,0.25,N,2
422,24,71000.0,Mortgage,8.0,Education,B,20000.0,11.36,0,0.28,N,2
423,24,55782.0,Rent,3.0,Debtconsolidation,A,17000.0,7.51,0,0.3,N,3
424,21,24996.0,Own,3.0,Education,D,7000.0,15.58,0,0.28,N,2
425,25,96000.0,Mortgage,6.0,Education,B,20000.0,0.0,0,0.21,N,2
426,23,25596.0,Rent,2.0,Medical,B,4500.0,9.99,0,0.18,N,4
427,28,35004.0,Own,7.0,Education,B,4000.0,11.49,0,0.11,N,10
428,25,48226.0,Rent,9.0,Medical,A,7000.0,7.9,0,0.15,N,3
430,24,48000.0,Mortgage,4.0,Education,A,5000.0,5.99,0,0.1,N,2
431,36,55200.0,Rent,3.0,Medical,D,9900.0,14.84,1,0.18,Y,13
432,21,36500.0,Rent,2.0,Venture,A,5500.0,7.51,0,0.15,N,2
433,32,80000.0,Rent,6.0,Homeimprovement,B,1500.0,10.74,0,0.02,N,10
434,22,55555.0,Rent,7.0,Education,E,12000.0,0.0,0,0.22,N,4
435,26,54000.0,Rent,3.0,Homeimprovement,E,13000.0,17.93,0,0.24,Y,2
437,22,29004.0,Mortgage,6.0,Education,A,2500.0,6.91,0,0.09,N,3
438,45,82800.0,Rent,4.0,Education,C,25000.0,12.87,1,0.3,Y,14
439,24,62900.0,Rent,8.0,Medical,D,12000.0,15.62,1,0.19,Y,2
440,33,100000.0,Mortgage,0.0,Debtconsolidation,B,24000.0,10.25,0,0.24,N,6
441,27,41000.0,Rent,6.0,Education,A,15000.0,8.49,1,0.37,N,8
442,23,63900.0,Rent,7.0,Debtconsolidation,D,5000.0,15.99,1,0.08,N,2
443,23,54000.0,Rent,3.0,Debtconsolidation,C,12000.0,12.98,1,0.22,Y,3
444,28,49000.0,Mortgage,4.0,Medical,A,7000.0,7.51,0,0.14,N,8
445,29,74100.0,Rent,3.0,Venture,C,4500.0,13.61,0,0.06,Y,8
446,38,114000.0,Mortgage,22.0,Debtconsolidation,B,19000.0,9.99,0,0.17,N,12
447,27,40000.0,Rent,10.0,Debtconsolidation,B,10000.0,11.36,0,0.25,N,5
448,29,55000.0,Rent,0.0,Personal,D,8500.0,16.29,1,0.15,Y,8
450,24,50000.0,Rent,0.0,Debtconsolidation,A,2800.0,5.79,0,0.06,N,2
451,24,29200.0,Mortgage,6.0,Personal,A,2500.0,6.76,0,0.09,N,2
452,27,47544.0,Rent,11.0,Debtconsolidation,A,2500.0,7.88,0,0.05,N,5
453,30,72000.0,Mortgage,3.0,Personal,B,12000.0,10.95,0,0.17,N,5
454,21,45000.0,Mortgage,5.0,Venture,A,18000.0,7.88,0,0.4,N,2
455,25,34800.0,Mortgage,0.0,Debtconsolidation,A,9450.0,5.99,0,0.27,N,4
456,21,65000.0,Mortgage,5.0,Debtconsolidation,B,2200.0,12.42,0,0.03,N,3
457,21,75000.0,Rent,5.0,Medical,B,15000.0,10.37,0,0.2,N,4
458,29,60000.0,Mortgage,2.0,Homeimprovement,A,1500.0,6.03,0,0.02,N,9
459,28,126000.0,Mortgage,12.0,Venture,B,2000.0,9.99,0,0.02,N,10
461,25,140000.0,Rent,9.0,Education,A,20000.0,6.54,0,0.14,N,4
462,29,43200.0,Rent,4.0,Education,C,1600.0,13.49,0,0.04,N,10
463,28,120000.0,Mortgage,0.0,Personal,B,20000.0,0.0,0,0.17,N,5
464,28,37152.0,Rent,12.0,Education,D,2300.0,13.17,0,0.06,N,7
465,31,42000.0,Rent,6.0,Education,D,1200.0,16.29,0,0.03,Y,5
466,31,73000.0,Mortgage,4.0,Debtconsolidation,F,16000.0,19.41,1,0.22,N,7
467,29,110000.0,Mortgage,6.0,Medical,B,5000.0,9.91,0,0.05,N,9
468,23,72000.0,Rent,7.0,Personal,B,10000.0,10.59,0,0.14,N,4
469,23,32900.0,Rent,1.0,Education,D,20000.0,16.0,1,0.61,N,2
470,24,100800.0,Mortgage,4.0,Education,B,21000.0,11.49,0,0.21,N,4
471,25,52000.0,Rent,3.0,Education,B,7200.0,12.69,0,0.14,N,3
472,26,102000.0,Mortgage,6.0,Debtconsolidation,C,6000.0,13.61,0,0.06,N,2
473,23,75000.0,Rent,3.0,Personal,E,23575.0,14.5,1,0.31,N,4
474,22,68000.0,Rent,7.0,Medical,B,15000.0,10.37,0,0.22,N,3
475,23,68000.0,Mortgage,2.0,Venture,B,10000.0,10.37,0,0.15,N,2
476,28,35000.0,Own,2.0,Personal,D,13250.0,16.89,0,0.38,N,7
477,22,53000.0,Own,7.0,Venture,B,2250.0,10.62,0,0.04,N,3
478,21,40000.0,Rent,6.0,Debtconsolidation,C,15000.0,14.27,1,0.38,N,3
479,28,57000.0,Rent,2.0,Homeimprovement,C,6000.0,13.49,0,0.11,Y,8
480,39,35000.0,Rent,8.0,Education,C,8000.0,13.22,0,0.23,Y,14
483,25,48000.0,Mortgage,5.0,Homeimprovement,A,7800.0,8.94,0,0.16,N,2
484,37,85000.0,Rent,21.0,Venture,A,1200.0,8.9,0,0.01,N,13
485,22,72500.0,Rent,6.0,Debtconsolidation,B,4200.0,11.71,0,0.06,N,3
486,33,100000.0,Rent,4.0,Personal,C,20000.0,0.0,0,0.2,N,7
487,24,54000.0,Mortgage,8.0,Venture,D,1500.0,14.42,1,0.03,Y,2
488,31,83000.0,Mortgage,11.0,Medical,A,7500.0,0.0,0,0.09,N,6
489,23,64500.0,Mortgage,0.0,Medical,A,10000.0,0.0,0,0.16,N,4
490,23,44000.0,Own,7.0,Venture,C,5000.0,13.23,0,0.11,N,2
491,25,75600.0,Mortgage,7.0,Medical,C,15000.0,12.68,0,0.2,Y,3
492,29,71000.0,Mortgage,4.0,Homeimprovement,C,11000.0,13.43,0,0.15,Y,6
493,45,43000.0,Mortgage,6.0,Venture,C,3600.0,13.49,0,0.08,N,15
494,28,29000.0,Rent,6.0,Education,C,13000.0,14.26,1,0.45,Y,8
495,30,107000.0,Mortgage,0.0,Debtconsolidation,C,2500.0,10.78,0,0.02,Y,6
496,28,30000.0,Mortgage,5.0,Venture,A,15000.0,0.0,0,0.5,N,9
497,24,40000.0,Rent,0.0,Personal,D,3000.0,17.27,1,0.08,Y,2
498,21,9600.0,Own,0.0,Venture,B,1200.0,10.99,0,0.12,N,4
499,34,18000.0,Rent,0.0,Debtconsolidation,B,1500.0,11.48,1,0.08,N,8
500,29,48000.0,Mortgage,8.0,Medical,A,4500.0,5.42,0,0.09,N,7
501,42,123735.0,Mortgage,8.0,Debtconsolidation,A,6400.0,6.99,0,0.05,N,16
502,40,69996.0,Rent,6.0,Medical,B,3000.0,10.75,0,0.04,N,15
503,29,40000.0,Mortgage,8.0,Debtconsolidation,A,8000.0,8.59,0,0.2,N,9
504,47,64200.0,Rent,1.0,Education,B,10000.0,0.0,0,0.16,N,14
505,42,101000.0,Mortgage,6.0,Debtconsolidation,F,25000.0,16.15,1,0.25,Y,14
506,22,45000.0,Mortgage,1.0,Education,B,8000.0,12.53,0,0.18,N,3
507,24,50000.0,Rent,8.0,Medical,B,5000.0,9.25,0,0.1,N,3
508,23,36000.0,Rent,5.0,Venture,B,8000.0,0.0,0,0.22,N,2
509,22,130000.0,Mortgage,3.0,Venture,B,24250.0,12.18,0,0.19,N,4
510,22,60000.0,Mortgage,1.0,Education,B,17000.0,9.45,0,0.28,N,4
511,25,33280.0,Rent,1.0,Medical,B,5500.0,0.0,0,0.17,N,4
512,28,44500.0,Mortgage,5.0,Venture,B,20000.0,9.45,0,0.45,N,10
513,25,70224.0,Mortgage,1.0,Education,C,21000.0,13.22,0,0.3,N,4
514,25,60000.0,Rent,1.0,Venture,A,8400.0,7.29,0,0.14,N,2
515,24,22000.0,Rent,0.0,Personal,C,5550.0,12.41,1,0.25,N,3
516,24,78000.0,Mortgage,0.0,Debtconsolidation,D,19500.0,15.31,1,0.25,N,4
517,33,18996.0,Rent,5.0,Debtconsolidation,D,3250.0,16.32,1,0.17,N,7
518,26,38000.0,Rent,10.0,Venture,B,10000.0,0.0,0,0.26,N,3
519,36,65458.0,Mortgage,4.0,Medical,A,8000.0,7.29,0,0.12,N,13
520,22,50004.0,Mortgage,5.0,Education,D,14000.0,15.58,0,0.28,N,4
521,24,120000.0,Mortgage,8.0,Homeimprovement,B,14000.0,10.74,0,0.12,N,3
522,26,75000.0,Rent,2.0,Personal,C,16000.0,13.35,0,0.21,Y,2
523,38,112224.0,Mortgage,5.0,Education,A,25000.0,6.99,0,0.22,N,13
524,25,59600.0,Mortgage,5.0,Education,E,6000.0,16.45,1,0.1,N,4
525,22,36000.0,Rent,1.0,Debtconsolidation,A,6000.0,7.51,0,0.17,N,2
526,27,24000.0,Rent,0.0,Education,C,8000.0,12.99,1,0.33,Y,6
527,26,24000.0,Rent,0.0,Medical,D,3600.0,14.96,1,0.15,N,4
528,23,59000.0,Rent,5.0,Debtconsolidation,A,3000.0,7.14,0,0.05,N,2
529,22,18000.0,Rent,6.0,Medical,B,4000.0,11.49,1,0.22,N,4
530,26,62004.0,Rent,5.0,Medical,A,19000.0,7.49,1,0.31,N,2
531,34,28704.0,Rent,0.0,Medical,A,7000.0,9.32,0,0.24,N,10
532,25,42910.0,Rent,3.0,Education,D,10000.0,18.25,0,0.23,Y,3
533,25,128000.0,Mortgage,4.0,Homeimprovement,B,10000.0,11.58,1,0.08,N,2
534,21,60000.0,Mortgage,5.0,Debtconsolidation,A,10000.0,5.99,0,0.17,N,2
535,24,32640.0,Rent,5.0,Education,B,2000.0,10.0,1,0.06,N,2
536,30,20000.0,Rent,1.0,Personal,B,3000.0,11.49,1,0.15,N,8
537,27,72000.0,Rent,4.0,Homeimprovement,B,20000.0,9.25,0,0.28,N,10
538,29,100000.0,Mortgage,1.0,Debtconsolidation,A,12000.0,6.91,0,0.12,N,10
539,34,91000.0,Mortgage,19.0,Venture,B,15000.0,0.0,0,0.16,N,10
540,45,54000.0,Mortgage,1.0,Education,D,7750.0,16.07,1,0.14,N,13
541,25,62604.0,Rent,2.0,Personal,A,9000.0,0.0,0,0.14,N,3
542,28,65984.0,Rent,12.0,Medical,D,10000.0,15.33,1,0.15,N,5
543,30,90000.0,Mortgage,7.0,Debtconsolidation,A,4800.0,8.9,1,0.05,N,5
544,24,40000.0,Rent,1.0,Medical,B,1000.0,10.99,0,0.02,N,3
545,28,65000.0,Mortgage,6.0,Personal,D,22000.0,15.65,0,0.34,N,5
546,30,47600.0,Mortgage,6.0,Education,B,23800.0,12.42,0,0.5,N,9
547,24,98400.0,Mortgage,0.0,Education,C,8000.0,12.68,0,0.08,N,2
548,23,57000.0,Rent,7.0,Debtconsolidation,B,10000.0,11.48,0,0.18,N,4
549,25,130000.0,Mortgage,9.0,Education,B,15000.0,11.14,0,0.12,N,3
550,46,80000.0,Mortgage,3.0,Homeimprovement,A,10000.0,6.17,0,0.12,N,13
551,37,20004.0,Rent,0.0,Venture,B,5000.0,0.0,0,0.25,N,14
552,34,63000.0,Mortgage,9.0,Debtconsolidation,B,18000.0,11.49,0,0.29,N,9
553,35,45000.0,Rent,3.0,Medical,B,12000.0,11.26,0,0.27,N,5
555,25,80000.0,Mortgage,7.0,Homeimprovement,A,6000.0,7.9,0,0.08,N,3
557,30,98000.0,Rent,14.0,Personal,C,8525.0,10.78,1,0.09,N,9
558,25,84000.0,Mortgage,4.0,Debtconsolidation,A,15000.0,7.88,0,0.18,N,4
559,28,90000.0,Mortgage,5.0,Venture,B,25000.0,11.86,0,0.28,N,6
560,25,23000.0,Rent,0.0,Homeimprovement,D,8000.0,14.46,1,0.35,Y,2
561,29,93000.0,Rent,1.0,Homeimprovement,B,10000.0,11.14,0,0.11,N,8
562,23,27252.0,Rent,3.0,Personal,C,5800.0,13.06,0,0.21,N,3
563,31,24000.0,Rent,2.0,Medical,A,1800.0,8.59,0,0.08,N,6
564,33,44000.0,Rent,3.0,Medical,B,2725.0,12.18,1,0.06,N,6
566,24,50000.0,Rent,1.0,Homeimprovement,A,12000.0,7.51,0,0.24,N,4
567,28,70000.0,Mortgage,4.0,Homeimprovement,B,20000.0,12.18,0,0.29,N,6
568,27,51000.0,Rent,9.0,Venture,B,1600.0,10.59,0,0.03,N,6
569,22,60000.0,Mortgage,0.0,Education,A,14000.0,7.49,1,0.23,N,2
571,34,98480.0,Mortgage,18.0,Debtconsolidation,C,2500.0,15.96,0,0.03,N,10
572,23,29000.0,Rent,4.0,Medical,D,13450.0,12.61,1,0.46,N,3
573,29,108000.0,Mortgage,13.0,Debtconsolidation,A,3500.0,6.76,0,0.03,N,5
574,21,125000.0,Mortgage,0.0,Personal,A,10000.0,7.51,0,0.08,N,2
575,22,60000.0,Rent,6.0,Personal,B,4000.0,12.21,0,0.07,N,3
576,22,34800.0,Rent,7.0,Venture,G,9600.0,19.16,1,0.28,Y,4
577,22,10000.0,Rent,0.0,Homeimprovement,D,1000.0,14.74,1,0.1,N,4
578,23,115000.0,Rent,0.0,Personal,C,10800.0,14.65,0,0.09,N,4
579,24,39996.0,Mortgage,1.0,Personal,B,3000.0,9.91,0,0.08,N,4
581,24,25000.0,Rent,3.0,Medical,B,3000.0,10.95,0,0.12,N,2
582,22,21600.0,Own,5.0,Personal,A,5000.0,7.9,0,0.23,N,3
584,24,46800.0,Mortgage,6.0,Debtconsolidation,A,12000.0,6.99,0,0.26,N,3
585,23,75000.0,Own,7.0,Education,D,12000.0,12.49,0,0.16,N,4
586,25,84000.0,Rent,2.0,Venture,A,6000.0,8.94,0,0.07,N,2
587,48,110000.0,Mortgage,6.0,Education,A,6000.0,8.94,0,0.05,N,14
588,23,37000.0,Rent,7.0,Education,B,3000.0,10.75,1,0.08,N,4
589,40,130000.0,Mortgage,0.0,Debtconsolidation,A,24250.0,6.17,0,0.19,N,16
590,32,116000.0,Mortgage,15.0,Education,B,21600.0,10.62,0,0.19,N,9
592,27,24000.0,Rent,0.0,Debtconsolidation,C,4000.0,12.87,0,0.17,N,10
593,26,30000.0,Rent,1.0,Personal,E,7500.0,14.75,1,0.25,N,3
594,29,33600.0,Rent,7.0,Venture,B,2000.0,11.71,0,0.06,N,9
595,47,75000.0,Other,1.0,Debtconsolidation,C,12000.0,12.84,0,0.16,N,11
596,22,40542.0,Mortgage,6.0,Venture,A,6250.0,0.0,0,0.15,N,2
598,30,69000.0,Rent,2.0,Venture,E,20000.0,17.14,1,0.29,Y,7
599,38,100280.0,Mortgage,1.0,Venture,B,17850.0,11.99,0,0.18,N,17
600,37,46680.0,Mortgage,6.0,Venture,D,8000.0,15.21,0,0.17,N,15
602,42,60000.0,Rent,3.0,Homeimprovement,A,7200.0,5.79,0,0.12,N,11
603,23,32000.0,Rent,5.0,Venture,D,2000.0,16.49,0,0.06,N,3
604,37,21600.0,Rent,4.0,Debtconsolidation,D,3800.0,0.0,1,0.18,Y,13
605,23,47000.0,Mortgage,7.0,Education,C,13850.0,12.68,0,0.29,Y,2
606,29,90000.0,Mortgage,8.0,Debtconsolidation,A,14000.0,7.9,0,0.16,N,9
607,27,26400.0,Rent,2.0,Medical,A,2000.0,6.54,0,0.08,N,10
608,26,77100.0,Rent,6.0,Debtconsolidation,A,8350.0,6.99,0,0.11,N,3
609,26,38004.0,Mortgage,3.0,Venture,C,10000.0,13.35,0,0.26,N,2
610,22,50000.0,Own,6.0,Medical,A,15000.0,8.63,0,0.3,N,2
612,28,100000.0,Mortgage,3.0,Medical,C,8000.0,13.98,0,0.08,Y,6
613,25,57300.0,Rent,2.0,Personal,C,10400.0,11.66,0,0.18,N,4
614,22,75000.0,Mortgage,6.0,Venture,D,25000.0,15.57,1,0.33,Y,4
615,38,83000.0,Rent,3.0,Homeimprovement,G,22250.0,23.22,1,0.27,Y,12
616,26,65004.0,Rent,3.0,Venture,A,8400.0,7.51,0,0.13,N,3
617,23,48645.0,Rent,1.0,Venture,B,12000.0,10.25,0,0.25,N,4
618,46,65000.0,Rent,1.0,Education,B,6000.0,12.69,0,0.09,N,13
619,31,35000.0,Mortgage,2.0,Debtconsolidation,B,10225.0,9.99,0,0.29,N,6
620,21,21000.0,Rent,2.0,Education,B,10000.0,11.71,1,0.48,N,2
621,23,54804.0,Rent,4.0,Education,D,3600.0,16.77,0,0.07,Y,4
622,22,116000.0,Mortgage,3.0,Debtconsolidation,B,12000.0,10.25,0,0.1,N,4
623,29,100000.0,Rent,4.0,Venture,A,10000.0,9.63,0,0.1,N,9
624,25,72700.0,Rent,4.0,Homeimprovement,D,7000.0,14.84,0,0.1,Y,2
625,26,90000.0,Own,2.0,Venture,A,9500.0,8.07,0,0.11,N,2
626,24,110000.0,Mortgage,8.0,Education,A,8000.0,6.76,0,0.07,N,4
627,32,89000.0,Rent,0.0,Medical,A,12000.0,8.94,0,0.13,N,6
628,35,39000.0,Rent,5.0,Personal,B,10625.0,0.0,0,0.27,N,9
630,37,117300.0,Mortgage,12.0,Medical,A,10000.0,0.0,1,0.09,N,11
631,23,56000.0,Mortgage,1.0,Medical,A,10000.0,8.59,0,0.18,N,3
632,22,21600.0,Mortgage,0.0,Education,A,4025.0,5.42,0,0.19,N,4
633,23,99200.0,Mortgage,7.0,Debtconsolidation,A,23000.0,6.91,0,0.23,N,4
634,22,71500.0,Rent,2.0,Education,C,6400.0,13.11,0,0.09,Y,2
635,53,85000.0,Rent,2.0,Personal,A,8000.0,7.74,0,0.09,N,26
636,22,29000.0,Mortgage,5.0,Debtconsolidation,B,9000.0,0.0,1,0.31,N,4
637,24,41000.0,Rent,1.0,Debtconsolidation,C,7000.0,12.53,0,0.17,N,2
638,23,22000.0,Rent,3.0,Education,C,9600.0,13.16,1,0.44,N,2
639,23,90000.0,Mortgage,6.0,Debtconsolidation,A,12000.0,0.0,0,0.13,N,3
640,23,32000.0,Mortgage,0.0,Education,B,1000.0,10.59,1,0.03,N,2
641,25,72500.0,Rent,2.0,Homeimprovement,B,9000.0,10.59,0,0.12,N,2
642,28,73073.0,Mortgage,8.0,Venture,A,4200.0,5.79,0,0.06,N,7
645,28,108000.0,Rent,2.0,Personal,D,20000.0,15.31,1,0.19,N,7
646,40,37440.0,Mortgage,3.0,Personal,B,10000.0,11.14,0,0.27,N,11
647,26,22584.0,Rent,0.0,Personal,A,1800.0,8.49,0,0.08,N,2
648,28,45000.0,Rent,1.0,Medical,B,10000.0,9.91,0,0.22,N,5
649,24,41000.0,Rent,1.0,Medical,C,7000.0,12.53,0,0.17,N,2
651,25,36480.0,Rent,4.0,Debtconsolidation,A,5000.0,6.54,0,0.14,N,2
652,23,30500.0,Mortgage,6.0,Medical,D,3000.0,14.96,1,0.1,Y,2
653,29,123000.0,Rent,0.0,Education,A,6500.0,0.0,0,0.05,N,10
654,24,80000.0,Mortgage,6.0,Homeimprovement,C,7000.0,14.65,0,0.09,N,4
656,26,72645.0,Own,5.0,Venture,A,12000.0,0.0,0,0.17,N,2
657,24,49232.0,Rent,8.0,Education,A,8500.0,6.54,0,0.17,N,4
658,24,95000.0,Rent,8.0,Personal,D,17200.0,17.58,0,0.18,N,3
659,25,88000.0,Rent,9.0,Education,E,10000.0,17.88,1,0.11,Y,4
660,31,45000.0,Mortgage,12.0,Personal,A,6000.0,9.32,0,0.13,N,9
662,27,64000.0,Rent,3.0,Personal,A,3600.0,7.49,1,0.06,N,5
663,22,25000.0,Mortgage,4.0,Venture,A,1800.0,8.49,0,0.07,N,2
664,22,96000.0,Rent,4.0,Education,B,3150.0,6.0,0,0.03,N,2
665,48,140000.0,Mortgage,4.0,Education,B,18000.0,9.99,0,0.13,N,11
666,35,72500.0,Mortgage,0.0,Debtconsolidation,B,4000.0,10.25,0,0.06,N,6
668,25,98000.0,Mortgage,9.0,Education,A,2000.0,5.42,0,0.02,N,4
669,38,55000.0,Mortgage,3.0,Medical,C,14000.0,13.22,0,0.25,N,13
670,25,45000.0,Rent,5.0,Medical,B,2500.0,12.69,0,0.06,N,4
671,29,46500.0,Rent,5.0,Venture,C,2500.0,13.92,0,0.05,Y,9
672,30,56000.0,Rent,7.0,Homeimprovement,C,4800.0,13.92,0,0.09,Y,9
673,30,46500.0,Mortgage,8.0,Venture,A,6000.0,7.88,0,0.13,N,8
674,31,60000.0,Mortgage,7.0,Venture,B,7000.0,0.0,0,0.12,N,7
675,23,70000.0,Rent,4.0,Education,A,6000.0,7.49,0,0.09,N,3
676,37,59000.0,Rent,2.0,Education,D,4800.0,14.54,1,0.08,Y,14
677,38,89000.0,Mortgage,2.0,Personal,A,6000.0,5.42,0,0.07,N,13
678,25,31200.0,Own,9.0,Personal,A,15000.0,6.03,0,0.48,N,4
679,25,120000.0,Mortgage,9.0,Personal,A,10000.0,5.42,0,0.08,N,4
680,27,60000.0,Rent,0.0,Venture,B,20000.0,12.21,1,0.33,N,5
681,22,60000.0,Mortgage,5.0,Venture,A,5600.0,7.49,0,0.09,N,3
682,34,43636.36363636364,Mortgage,0.0,Personal,A,4800.0,0.0,0,0.11,N,4
683,21,72252.0,Mortgage,0.0,Venture,A,8000.0,6.99,0,0.11,N,2
684,65,57996.0,Rent,4.0,Education,D,3000.0,0.0,0,0.05,N,27
685,24,130000.0,Rent,7.0,Debtconsolidation,B,24000.0,11.49,0,0.18,N,3
686,23,15000.0,Mortgage,0.0,Personal,C,3600.0,13.47,1,0.24,N,4
687,27,62000.0,Rent,7.0,Homeimprovement,A,5000.0,0.0,0,0.08,N,5
689,22,14400.0,Rent,0.0,Homeimprovement,E,4400.0,19.91,1,0.31,N,4
